feature_chr,feature_start,feature_end,region_chr,region_start,region_end,gene_id,gene_name,feature_type,score
chr3L,3929462,3929488,chr3L,3928163,3930163,FBgn0004910,FBgn0004910,structure,113.0
chr3L,3960995,3961028,chr3L,3959073,3961073,FBgn0035481,FBgn0035481,structure,133.66
chr3L,4181834,4181860,chr3L,4180836,4182836,FBgn0035505,FBgn0035505,structure,156.01
chr3L,4208200,4208231,chr3L,4208178,4210178,FBgn0035510,FBgn0035510,structure,153.17
chr3L,4413992,4414015,chr3L,4413357,4415357,FBgn0035542,FBgn0035542,structure,140.91
chr3L,4413992,4414015,chr3L,4413357,4415357,FBgn0035542,FBgn0035542,structure,140.91
chr3L,4413992,4414015,chr3L,4413665,4415665,FBgn0035542,FBgn0035542,structure,140.91
chr3L,4466257,4466281,chr3L,4465630,4467630,FBgn0052241,FBgn0052241,structure,145.0
chr3L,4747224,4747245,chr3L,4745632,4747632,FBgn0264474,FBgn0264474,structure,142.2
chr3L,5011261,5011282,chr3L,5011133,5013133,FBgn0035585,FBgn0035585,structure,143.93
chr3L,5692294,5692326,chr3L,5690427,5692427,FBgn0085447,FBgn0085447,structure,131.25
chr3L,5692294,5692326,chr3L,5690427,5692427,FBgn0085447,FBgn0085447,structure,131.25
chr3L,5692294,5692326,chr3L,5690427,5692427,FBgn0085447,FBgn0085447,structure,131.25
chr3L,6036981,6037002,chr3L,6035490,6037490,FBgn0264603,FBgn0264603,structure,95.24
chr3L,6036981,6037002,chr3L,6036111,6038111,FBgn0035663,FBgn0035663,structure,95.24
chr3L,6060181,6060201,chr3L,6058658,6060658,FBgn0035669,FBgn0035669,structure,121.25
chr3L,6136388,6136418,chr3L,6135791,6137791,FBgn0020639,FBgn0020639,structure,119.33
chr3L,6704684,6704708,chr3L,6703860,6705860,FBgn0035711,FBgn0035711,structure,121.25
chr3L,6742269,6742295,chr3L,6742164,6744164,FBgn0261934,FBgn0261934,structure,134.87
chr3L,6742269,6742295,chr3L,6742164,6744164,FBgn0261934,FBgn0261934,structure,134.87
chr3L,6742269,6742295,chr3L,6742164,6744164,FBgn0261934,FBgn0261934,structure,134.87
chr3L,6742269,6742295,chr3L,6742164,6744164,FBgn0261934,FBgn0261934,structure,134.87
chr3L,6742269,6742295,chr3L,6742164,6744164,FBgn0261934,FBgn0261934,structure,134.87
chr3L,6742269,6742295,chr3L,6741743,6743743,FBgn0261934,FBgn0261934,structure,134.87
chr3L,6742297,6742320,chr3L,6742164,6744164,FBgn0261934,FBgn0261934,structure,145.93
chr3L,6742297,6742320,chr3L,6742164,6744164,FBgn0261934,FBgn0261934,structure,145.93
chr3L,6742297,6742320,chr3L,6742164,6744164,FBgn0261934,FBgn0261934,structure,145.93
chr3L,6742297,6742320,chr3L,6742164,6744164,FBgn0261934,FBgn0261934,structure,145.93
chr3L,6742297,6742320,chr3L,6742164,6744164,FBgn0261934,FBgn0261934,structure,145.93
chr3L,6742297,6742320,chr3L,6741743,6743743,FBgn0261934,FBgn0261934,structure,145.93
chr3L,6981005,6981023,chr3L,6979044,6981044,FBgn0001104,FBgn0001104,structure,100.0
chr3L,6981005,6981023,chr3L,6980703,6982703,FBgn0267662,FBgn0267662,structure,100.0
chr3L,7088317,7088338,chr3L,7087787,7089787,FBgn0035736,FBgn0035736,structure,130.67
chr3L,7423509,7423533,chr3L,7422827,7424827,FBgn0259935,FBgn0259935,structure,150.0
chr3L,7497075,7497097,chr3L,7495179,7497179,FBgn0015033,FBgn0015033,structure,135.3
chr3L,7510272,7510304,chr3L,7509986,7511986,FBgn0035793,FBgn0035793,structure,142.95
chr3L,7510272,7510304,chr3L,7509986,7511986,FBgn0035793,FBgn0035793,structure,142.95
chr3L,7510272,7510304,chr3L,7509986,7511986,FBgn0035793,FBgn0035793,structure,142.95
chr3L,7510272,7510304,chr3L,7509986,7511986,FBgn0035793,FBgn0035793,structure,142.95
chr3L,7510272,7510304,chr3L,7509986,7511986,FBgn0035793,FBgn0035793,structure,142.95
chr3L,7510272,7510304,chr3L,7509986,7511986,FBgn0035793,FBgn0035793,structure,142.95
chr3L,7510272,7510304,chr3L,7509986,7511986,FBgn0035793,FBgn0035793,structure,142.95
chr3L,7510272,7510304,chr3L,7509986,7511986,FBgn0035793,FBgn0035793,structure,142.95
chr3L,7529435,7529464,chr3L,7527780,7529780,FBgn0028582,FBgn0028582,structure,140.76
chr3L,7529435,7529464,chr3L,7527780,7529780,FBgn0028582,FBgn0028582,structure,140.76
chr3L,7529435,7529464,chr3L,7527780,7529780,FBgn0028582,FBgn0028582,structure,140.76
chr3L,7529435,7529464,chr3L,7527780,7529780,FBgn0028582,FBgn0028582,structure,140.76
chr3L,7529435,7529464,chr3L,7527780,7529780,FBgn0028582,FBgn0028582,structure,140.76
chr3L,7529435,7529464,chr3L,7527780,7529780,FBgn0028582,FBgn0028582,structure,140.76
chr3L,7529435,7529464,chr3L,7527780,7529780,FBgn0028582,FBgn0028582,structure,140.76
chr3L,7529435,7529464,chr3L,7527780,7529780,FBgn0028582,FBgn0028582,structure,140.76
chr3L,7810080,7810110,chr3L,7808825,7810825,FBgn0052369,FBgn0052369,structure,150.95
chr3L,7866492,7866517,chr3L,7866369,7868369,FBgn0016694,FBgn0016694,structure,118.75
chr3L,7866492,7866517,chr3L,7866369,7868369,FBgn0016694,FBgn0016694,structure,118.75
chr3L,8529703,8529723,chr3L,8527712,8529712,FBgn0024236,FBgn0024236,structure,140.0
chr3L,8575902,8575925,chr3L,8575078,8577078,FBgn0035911,FBgn0035911,structure,119.52
chr3L,8575902,8575925,chr3L,8575808,8577808,FBgn0262508,FBgn0262508,structure,119.52
chr3L,8845303,8845331,chr3L,8844814,8846814,FBgn0267473,FBgn0267473,structure,151.43
chr3L,8997383,8997409,chr3L,8996094,8998094,FBgn0016070,FBgn0016070,structure,139.55
chr3L,8997383,8997409,chr3L,8996989,8998989,FBgn0016070,FBgn0016070,structure,139.55
chr3L,8997383,8997409,chr3L,8995571,8997571,FBgn0016070,FBgn0016070,structure,139.55
chr3L,8997383,8997409,chr3L,8996246,8998246,FBgn0016070,FBgn0016070,structure,139.55
chr3L,8997383,8997409,chr3L,8997184,8999184,FBgn0035953,FBgn0035953,structure,139.55
chr3L,8997383,8997409,chr3L,8997184,8999184,FBgn0035953,FBgn0035953,structure,139.55
chr3L,9178152,9178177,chr3L,9176542,9178542,FBgn0004244,FBgn0004244,structure,118.75
chr3L,9442891,9442910,chr3L,9441267,9443267,FBgn0260859,FBgn0260859,structure,131.42
chr3L,9442891,9442910,chr3L,9441267,9443267,FBgn0035993,FBgn0035993,structure,131.42
chr3L,9442891,9442910,chr3L,9442232,9444232,FBgn0053926,FBgn0053926,structure,131.42
chr3L,9442891,9442910,chr3L,9442264,9444264,FBgn0053926,FBgn0053926,structure,131.42
chr3L,9477790,9477824,chr3L,9475965,9477965,FBgn0011327,FBgn0011327,structure,150.59
chr3L,9477790,9477824,chr3L,9475965,9477965,FBgn0011327,FBgn0011327,structure,150.59
chr3L,9477790,9477824,chr3L,9476038,9478038,FBgn0036004,FBgn0036004,structure,150.59
chr3L,9740065,9740092,chr3L,9738611,9740611,FBgn0259163,FBgn0259163,structure,129.96
chr3L,9740216,9740243,chr3L,9738611,9740611,FBgn0259163,FBgn0259163,structure,144.03
chr3L,9814699,9814719,chr3L,9812847,9814847,FBgn0264489,FBgn0264489,structure,146.25
chr3L,9814699,9814719,chr3L,9812847,9814847,FBgn0264489,FBgn0264489,structure,146.25
chr3L,9814699,9814719,chr3L,9812847,9814847,FBgn0264489,FBgn0264489,structure,146.25
chr3L,9814699,9814719,chr3L,9812847,9814847,FBgn0264489,FBgn0264489,structure,146.25
chr3L,9814699,9814719,chr3L,9812847,9814847,FBgn0264489,FBgn0264489,structure,146.25
chr3L,9821161,9821198,chr3L,9820668,9822668,FBgn0264489,FBgn0264489,structure,124.05
chr3L,9821161,9821198,chr3L,9820668,9822668,FBgn0264489,FBgn0264489,structure,124.05
chr3L,9821161,9821198,chr3L,9820668,9822668,FBgn0264489,FBgn0264489,structure,124.05
chr3L,9896238,9896261,chr3L,9895746,9897746,FBgn0036058,FBgn0036058,structure,130.22
chr3L,10247359,10247380,chr3L,10245790,10247790,FBgn0265732,FBgn0265732,structure,124.17
chr3L,10325939,10325970,chr3L,10325765,10327765,FBgn0267668,FBgn0267668,structure,140.92
chr3L,10515413,10515437,chr3L,10515003,10517003,FBgn0052062,FBgn0052062,structure,148.33
chr3L,10515413,10515437,chr3L,10515003,10517003,FBgn0052062,FBgn0052062,structure,148.33
chr3L,10515413,10515437,chr3L,10515003,10517003,FBgn0052062,FBgn0052062,structure,148.33
chr3L,10515413,10515437,chr3L,10515003,10517003,FBgn0052062,FBgn0052062,structure,148.33
chr3L,10515413,10515437,chr3L,10515003,10517003,FBgn0052062,FBgn0052062,structure,148.33
chr3L,10515413,10515437,chr3L,10515003,10517003,FBgn0052062,FBgn0052062,structure,148.33
chr3L,10515413,10515437,chr3L,10515003,10517003,FBgn0052062,FBgn0052062,structure,148.33
chr3L,10796644,10796672,chr3L,10795802,10797802,FBgn0267950,FBgn0267950,structure,126.07
chr3L,10796644,10796672,chr3L,10796626,10798626,FBgn0267951,FBgn0267951,structure,126.07
chr3L,10881165,10881190,chr3L,10881054,10883054,FBgn0036106,FBgn0036106,structure,120.0
chr3L,11050661,11050689,chr3L,11050371,11052371,FBgn0263776,FBgn0263776,structure,127.71
chr3L,11050661,11050689,chr3L,11050371,11052371,FBgn0263776,FBgn0263776,structure,127.71
chr3L,11050661,11050689,chr3L,11049440,11051440,FBgn0263776,FBgn0263776,structure,127.71
chr3L,11050661,11050689,chr3L,11049408,11051408,FBgn0266594,FBgn0266594,structure,127.71
chr3L,11053185,11053210,chr3L,11053035,11055035,FBgn0036116,FBgn0036116,structure,134.5
chr3L,11314648,11314673,chr3L,11314299,11316299,FBgn0265468,FBgn0265468,structure,154.86
chr3L,11552236,11552258,chr3L,11552112,11554112,FBgn0259481,FBgn0259481,structure,135.3
chr3L,11552236,11552258,chr3L,11551693,11553693,FBgn0263569,FBgn0263569,structure,135.3
chr3L,11601257,11601287,chr3L,11600431,11602431,FBgn0036179,FBgn0036179,structure,139.17
chr3L,11601257,11601287,chr3L,11599370,11601370,FBgn0286872,FBgn0286872,structure,139.17
chr3L,11708062,11708091,chr3L,11707553,11709553,FBgn0036196,FBgn0036196,structure,130.07
chr3L,11708062,11708091,chr3L,11707553,11709553,FBgn0036196,FBgn0036196,structure,130.07
chr3L,11708062,11708091,chr3L,11707553,11709553,FBgn0036196,FBgn0036196,structure,130.07
chr3L,11708062,11708091,chr3L,11706755,11708755,FBgn0036196,FBgn0036196,structure,130.07
chr3L,11708062,11708091,chr3L,11707553,11709553,FBgn0036196,FBgn0036196,structure,130.07
chr3L,11708062,11708091,chr3L,11707979,11709979,FBgn0261353,FBgn0261353,structure,130.07
chr3L,11708062,11708091,chr3L,11707979,11709979,FBgn0261381,FBgn0261381,structure,130.07
chr3L,11771687,11771712,chr3L,11771157,11773157,FBgn0036203,FBgn0036203,structure,103.0
chr3L,11772900,11772922,chr3L,11771157,11773157,FBgn0036203,FBgn0036203,structure,133.18
chr3L,11772900,11772922,chr3L,11772012,11774012,FBgn0262396,FBgn0262396,structure,133.18
chr3L,11772900,11772922,chr3L,11772878,11774878,FBgn0262291,FBgn0262291,structure,133.18
chr3L,11824758,11824787,chr3L,11824732,11826732,FBgn0052095,FBgn0052095,structure,119.94
chr3L,11863314,11863352,chr3L,11862447,11864447,FBgn0266100,FBgn0266100,structure,167.03
chr3L,11863314,11863352,chr3L,11862447,11864447,FBgn0266100,FBgn0266100,structure,167.03
chr3L,11925219,11925241,chr3L,11923757,11925757,FBgn0036222,FBgn0036222,structure,109.55
chr3L,11925274,11925295,chr3L,11923757,11925757,FBgn0036222,FBgn0036222,structure,112.14
chr3L,12002320,12002337,chr3L,12001915,12003915,FBgn0036239,FBgn0036239,structure,100.0
chr3L,12002320,12002337,chr3L,12001915,12003915,FBgn0036239,FBgn0036239,structure,100.0
chr3L,12002320,12002337,chr3L,12001915,12003915,FBgn0036239,FBgn0036239,structure,100.0
chr3L,12002320,12002337,chr3L,12001915,12003915,FBgn0036239,FBgn0036239,structure,100.0
chr3L,12002320,12002337,chr3L,12002155,12004155,FBgn0036240,FBgn0036240,structure,100.0
chr3L,12002320,12002337,chr3L,12002155,12004155,FBgn0036240,FBgn0036240,structure,100.0
chr3L,12063873,12063897,chr3L,12063859,12065859,FBgn0041096,FBgn0041096,structure,145.0
chr3L,12063873,12063897,chr3L,12063859,12065859,FBgn0041096,FBgn0041096,structure,145.0
chr3L,12063873,12063897,chr3L,12063859,12065859,FBgn0041096,FBgn0041096,structure,145.0
chr3L,12414375,12414398,chr3L,12413842,12415842,FBgn0052103,FBgn0052103,structure,130.22
chr3L,12414375,12414398,chr3L,12413842,12415842,FBgn0052103,FBgn0052103,structure,130.22
chr3L,12469682,12469701,chr3L,12468784,12470784,FBgn0052102,FBgn0052102,structure,118.16
chr3L,12496969,12496986,chr3L,12496216,12498216,FBgn0036289,FBgn0036289,structure,100.0
chr3L,12573368,12573392,chr3L,12571542,12573542,FBgn0036302,FBgn0036302,structure,122.33
chr3L,12573368,12573392,chr3L,12571542,12573542,FBgn0036302,FBgn0036302,structure,122.33
chr3L,12573368,12573392,chr3L,12571542,12573542,FBgn0036302,FBgn0036302,structure,122.33
chr3L,12573368,12573392,chr3L,12571542,12573542,FBgn0036302,FBgn0036302,structure,122.33
chr3L,12806281,12806308,chr3L,12804902,12806902,FBgn0262714,FBgn0262714,structure,162.25
chr3L,12806281,12806308,chr3L,12804902,12806902,FBgn0262714,FBgn0262714,structure,162.25
chr3L,12806281,12806308,chr3L,12804902,12806902,FBgn0262714,FBgn0262714,structure,162.25
chr3L,12806281,12806308,chr3L,12804902,12806902,FBgn0262714,FBgn0262714,structure,162.25
chr3L,12806281,12806308,chr3L,12804902,12806902,FBgn0262714,FBgn0262714,structure,162.25
chr3L,12806281,12806308,chr3L,12805186,12807186,FBgn0262714,FBgn0262714,structure,162.25
chr3L,12891975,12892002,chr3L,12891658,12893658,FBgn0036323,FBgn0036323,structure,120.56
chr3L,12994598,12994627,chr3L,12994135,12996135,FBgn0036329,FBgn0036329,structure,141.35
chr3L,12994631,12994656,chr3L,12994135,12996135,FBgn0036329,FBgn0036329,structure,137.33
chr3L,13281684,13281717,chr3L,13281393,13283393,FBgn0262622,FBgn0262622,structure,141.14
chr3L,13281684,13281717,chr3L,13281393,13283393,FBgn0262622,FBgn0262622,structure,141.14
chr3L,13285384,13285408,chr3L,13283496,13285496,FBgn0264514,FBgn0264514,structure,121.25
chr3L,13285384,13285408,chr3L,13283496,13285496,FBgn0264514,FBgn0264514,structure,121.25
chr3L,13285384,13285408,chr3L,13284835,13286835,FBgn0267316,FBgn0267316,structure,121.25
chr3L,13401772,13401790,chr3L,13400125,13402125,FBgn0002573,FBgn0002573,structure,135.28
chr3L,13667623,13667655,chr3L,13665749,13667749,FBgn0264001,FBgn0264001,structure,167.29
chr3L,13667623,13667655,chr3L,13665749,13667749,FBgn0264001,FBgn0264001,structure,167.29
chr3L,13667623,13667655,chr3L,13665749,13667749,FBgn0264001,FBgn0264001,structure,167.29
chr3L,13667623,13667655,chr3L,13665749,13667749,FBgn0264001,FBgn0264001,structure,167.29
chr3L,13667623,13667655,chr3L,13665749,13667749,FBgn0264001,FBgn0264001,structure,167.29
chr3L,13667623,13667655,chr3L,13665749,13667749,FBgn0264001,FBgn0264001,structure,167.29
chr3L,13667623,13667655,chr3L,13665749,13667749,FBgn0264001,FBgn0264001,structure,167.29
chr3L,13667623,13667655,chr3L,13665749,13667749,FBgn0264001,FBgn0264001,structure,167.29
chr3L,13667623,13667655,chr3L,13665749,13667749,FBgn0264001,FBgn0264001,structure,167.29
chr3L,13667623,13667655,chr3L,13665749,13667749,FBgn0264001,FBgn0264001,structure,167.29
chr3L,13667623,13667655,chr3L,13665749,13667749,FBgn0264001,FBgn0264001,structure,167.29
chr3L,13667623,13667655,chr3L,13665749,13667749,FBgn0264001,FBgn0264001,structure,167.29
chr3L,13667623,13667655,chr3L,13665749,13667749,FBgn0264001,FBgn0264001,structure,167.29
chr3L,14237220,14237243,chr3L,14235635,14237635,FBgn0036417,FBgn0036417,structure,159.57
chr3L,14237220,14237243,chr3L,14235724,14237724,FBgn0036417,FBgn0036417,structure,159.57
chr3L,14690659,14690682,chr3L,14690347,14692347,FBgn0036438,FBgn0036438,structure,118.37
chr3L,14803140,14803171,chr3L,14801168,14803168,FBgn0029148,FBgn0029148,structure,165.63
chr3L,14803140,14803171,chr3L,14801168,14803168,FBgn0029148,FBgn0029148,structure,165.63
chr3L,14803140,14803171,chr3L,14802360,14804360,FBgn0001120,FBgn0001120,structure,165.63
chr3L,15063281,15063299,chr3L,15061622,15063622,FBgn0263767,FBgn0263767,structure,88.89
chr3L,15105514,15105541,chr3L,15104882,15106882,FBgn0266452,FBgn0266452,structure,153.59
chr3L,15105514,15105541,chr3L,15104882,15106882,FBgn0266441,FBgn0266441,structure,153.59
chr3L,15105514,15105541,chr3L,15104882,15106882,FBgn0266441,FBgn0266441,structure,153.59
chr3L,15105721,15105743,chr3L,15104882,15106882,FBgn0266452,FBgn0266452,structure,138.52
chr3L,15105721,15105743,chr3L,15104882,15106882,FBgn0266441,FBgn0266441,structure,138.52
chr3L,15105721,15105743,chr3L,15104882,15106882,FBgn0266441,FBgn0266441,structure,138.52
chr3L,15108537,15108554,chr3L,15107935,15109935,FBgn0264702,FBgn0264702,structure,139.47
chr3L,15407213,15407245,chr3L,15406832,15408832,FBgn0036495,FBgn0036495,structure,84.5
chr3L,15457025,15457060,chr3L,15456491,15458491,FBgn0266944,FBgn0266944,structure,123.29
chr3L,15457025,15457060,chr3L,15456953,15458953,FBgn0266943,FBgn0266943,structure,123.29
chr3L,15700239,15700260,chr3L,15698850,15700850,FBgn0041160,FBgn0041160,structure,112.14
chr3L,15953095,15953115,chr3L,15951993,15953993,FBgn0000489,FBgn0000489,structure,140.0
chr3L,16024342,16024369,chr3L,16022480,16024480,FBgn0044028,FBgn0044028,structure,148.98
chr3L,16098022,16098049,chr3L,16096493,16098493,FBgn0036567,FBgn0036567,structure,114.31
chr3L,16098022,16098049,chr3L,16096834,16098834,FBgn0036568,FBgn0036568,structure,114.31
chr3L,16176096,16176126,chr3L,16175810,16177810,FBgn0267318,FBgn0267318,structure,147.5
chr3L,16216966,16216992,chr3L,16216303,16218303,FBgn0036577,FBgn0036577,structure,80.77
chr3L,16217756,16217776,chr3L,16216303,16218303,FBgn0036577,FBgn0036577,structure,80.0
chr3L,16281539,16281560,chr3L,16280930,16282930,FBgn0036592,FBgn0036592,structure,136.43
chr3L,16306366,16306392,chr3L,16304870,16306870,FBgn0036600,FBgn0036600,structure,101.15
chr3L,16306366,16306392,chr3L,16305600,16307600,FBgn0036601,FBgn0036601,structure,101.15
chr3L,16392434,16392459,chr3L,16390805,16392805,FBgn0266099,FBgn0266099,structure,137.33
chr3L,16392504,16392530,chr3L,16390805,16392805,FBgn0266099,FBgn0266099,structure,141.92
chr3L,16395692,16395716,chr3L,16393838,16395838,FBgn0036627,FBgn0036627,structure,135.0
chr3L,16411052,16411078,chr3L,16410828,16412828,FBgn0014163,FBgn0014163,structure,142.97
chr3L,16411052,16411078,chr3L,16410784,16412784,FBgn0014163,FBgn0014163,structure,142.97
chr3L,16986567,16986591,chr3L,16985635,16987635,FBgn0261547,FBgn0261547,structure,127.5
chr3L,16986567,16986591,chr3L,16985635,16987635,FBgn0261547,FBgn0261547,structure,127.5
chr3L,16986567,16986591,chr3L,16985651,16987651,FBgn0261547,FBgn0261547,structure,127.5
chr3L,17237784,17237805,chr3L,17237212,17239212,FBgn0260943,FBgn0260943,structure,149.52
chr3L,17237784,17237805,chr3L,17237212,17239212,FBgn0260943,FBgn0260943,structure,149.52
chr3L,17237784,17237805,chr3L,17237212,17239212,FBgn0260943,FBgn0260943,structure,149.52
chr3L,17421080,17421104,chr3L,17420514,17422514,FBgn0027660,FBgn0027660,structure,126.67
chr3L,17459314,17459338,chr3L,17459109,17461109,FBgn0265758,FBgn0265758,structure,152.98
chr3L,17576883,17576913,chr3L,17575320,17577320,FBgn0000567,FBgn0000567,structure,135.0
chr3L,17576883,17576913,chr3L,17575626,17577626,FBgn0000567,FBgn0000567,structure,135.0
chr3L,17619077,17619101,chr3L,17618325,17620325,FBgn0000567,FBgn0000567,structure,140.0
chr3L,17619077,17619101,chr3L,17618325,17620325,FBgn0000567,FBgn0000567,structure,140.0
chr3L,17619077,17619101,chr3L,17618325,17620325,FBgn0000567,FBgn0000567,structure,140.0
chr3L,17696401,17696423,chr3L,17695391,17697391,FBgn0267638,FBgn0267638,structure,109.55
chr3L,17823148,17823172,chr3L,17821834,17823834,FBgn0261401,FBgn0261401,structure,135.0
chr3L,17823148,17823172,chr3L,17822333,17824333,FBgn0001134,FBgn0001134,structure,135.0
chr3L,17948374,17948398,chr3L,17946700,17948700,FBgn0266942,FBgn0266942,structure,83.33
chr3L,18161518,18161536,chr3L,18161522,18163522,FBgn0036781,FBgn0036781,structure,88.89
chr3L,19092038,19092059,chr3L,19091670,19093670,FBgn0036846,FBgn0036846,structure,76.19
chr3L,19092038,19092059,chr3L,19091670,19093670,FBgn0036846,FBgn0036846,structure,76.19
chr3L,19092910,19092937,chr3L,19091670,19093670,FBgn0036846,FBgn0036846,structure,162.25
chr3L,19092910,19092937,chr3L,19091670,19093670,FBgn0036846,FBgn0036846,structure,162.25
chr3L,19101192,19101214,chr3L,19099363,19101363,FBgn0036850,FBgn0036850,structure,135.3
chr3L,19101192,19101214,chr3L,19099355,19101355,FBgn0036850,FBgn0036850,structure,135.3
chr3L,19288654,19288677,chr3L,19287569,19289569,FBgn0036862,FBgn0036862,structure,132.54
chr3L,19518763,19518792,chr3L,19517332,19519332,FBgn0036878,FBgn0036878,structure,153.32
chr3L,19518763,19518792,chr3L,19518649,19520649,FBgn0036879,FBgn0036879,structure,153.32
chr3L,19870559,19870583,chr3L,19870078,19872078,FBgn0262518,FBgn0262518,structure,115.83
chr3L,19870559,19870583,chr3L,19870078,19872078,FBgn0262518,FBgn0262518,structure,115.83
chr3L,19870559,19870583,chr3L,19870139,19872139,FBgn0036913,FBgn0036913,structure,115.83
chr3L,19870559,19870583,chr3L,19870139,19872139,FBgn0036913,FBgn0036913,structure,115.83
chr3L,19870559,19870583,chr3L,19870139,19872139,FBgn0036913,FBgn0036913,structure,115.83
chr3L,19870559,19870583,chr3L,19870139,19872139,FBgn0036913,FBgn0036913,structure,115.83
chr3L,19923008,19923034,chr3L,19922462,19924462,FBgn0020887,FBgn0020887,structure,142.08
chr3L,19923008,19923034,chr3L,19922462,19924462,FBgn0020887,FBgn0020887,structure,142.08
chr3L,19923008,19923034,chr3L,19922671,19924671,FBgn0036918,FBgn0036918,structure,142.08
chr3L,19923008,19923034,chr3L,19922671,19924671,FBgn0036918,FBgn0036918,structure,142.08
chr3L,20349337,20349360,chr3L,20347355,20349355,FBgn0036974,FBgn0036974,structure,137.72
chr3L,20349337,20349360,chr3L,20347355,20349355,FBgn0036974,FBgn0036974,structure,137.72
chr3L,20349337,20349360,chr3L,20347355,20349355,FBgn0036974,FBgn0036974,structure,137.72
chr3L,20349337,20349360,chr3L,20347355,20349355,FBgn0036974,FBgn0036974,structure,137.72
chr3L,20349337,20349360,chr3L,20347355,20349355,FBgn0036974,FBgn0036974,structure,137.72
chr3L,20349337,20349360,chr3L,20347355,20349355,FBgn0036974,FBgn0036974,structure,137.72
chr3L,20349337,20349360,chr3L,20347355,20349355,FBgn0036974,FBgn0036974,structure,137.72
chr3L,20349337,20349360,chr3L,20347937,20349937,FBgn0036974,FBgn0036974,structure,137.72
chr3L,20638180,20638208,chr3L,20636199,20638199,FBgn0037014,FBgn0037014,structure,159.73
chr3L,20913336,20913360,chr3L,20911890,20913890,FBgn0267297,FBgn0267297,structure,126.67
chr3L,20913336,20913360,chr3L,20912705,20914705,FBgn0264551,FBgn0264551,structure,126.67
chr3L,21089948,21089969,chr3L,21087989,21089989,FBgn0053285,FBgn0053285,structure,112.14
chr3L,21297301,21297322,chr3L,21296803,21298803,FBgn0000551,FBgn0000551,structure,136.43
chr3L,21297301,21297322,chr3L,21296803,21298803,FBgn0000551,FBgn0000551,structure,136.43
chr3L,21333391,21333418,chr3L,21332511,21334511,FBgn0267737,FBgn0267737,structure,149.52
chr3L,21586158,21586180,chr3L,21585828,21587828,FBgn0261953,FBgn0261953,structure,121.14
chr3L,21586158,21586180,chr3L,21585828,21587828,FBgn0261953,FBgn0261953,structure,121.14
chr3L,21667830,21667851,chr3L,21665980,21667980,FBgn0037114,FBgn0037114,structure,118.15
chr3L,21667830,21667851,chr3L,21666424,21668424,FBgn0264708,FBgn0264708,structure,118.15
chr3L,21667830,21667851,chr3L,21667802,21669802,FBgn0262417,FBgn0262417,structure,118.15
chr3L,21670551,21670574,chr3L,21669043,21671043,FBgn0267580,FBgn0267580,structure,132.54
chr3L,21728025,21728048,chr3L,21727673,21729673,FBgn0037120,FBgn0037120,structure,123.97
chr3L,21728025,21728048,chr3L,21727673,21729673,FBgn0037120,FBgn0037120,structure,123.97
chr3L,21728025,21728048,chr3L,21727806,21729806,FBgn0037120,FBgn0037120,structure,123.97
chr3L,21728025,21728048,chr3L,21727673,21729673,FBgn0037120,FBgn0037120,structure,123.97
chr3L,21728025,21728048,chr3L,21727932,21729932,FBgn0037121,FBgn0037121,structure,123.97
chr3L,21813140,21813165,chr3L,21812698,21814698,FBgn0264487,FBgn0264487,structure,120.0
chr3L,21985141,21985167,chr3L,21984210,21986210,FBgn0000045,FBgn0000045,structure,139.55
chr3L,21985141,21985167,chr3L,21984210,21986210,FBgn0000045,FBgn0000045,structure,139.55
chr3L,22136852,22136872,chr3L,22135090,22137090,FBgn0037153,FBgn0037153,structure,146.0
chr3L,22136852,22136872,chr3L,22135090,22137090,FBgn0037153,FBgn0037153,structure,146.0
chr3L,22177555,22177581,chr3L,22176599,22178599,FBgn0267633,FBgn0267633,structure,130.19
chr3L,22177742,22177768,chr3L,22176599,22178599,FBgn0267633,FBgn0267633,structure,136.83
chr3L,22273501,22273524,chr3L,22272985,22274985,FBgn0025702,FBgn0025702,structure,119.52
chr3L,22273501,22273524,chr3L,22272985,22274985,FBgn0025702,FBgn0025702,structure,119.52
chr3L,22273501,22273524,chr3L,22272985,22274985,FBgn0025702,FBgn0025702,structure,119.52
chr3L,22273501,22273524,chr3L,22272985,22274985,FBgn0025702,FBgn0025702,structure,119.52
chr3L,22344644,22344669,chr3L,22344383,22346383,FBgn0267625,FBgn0267625,structure,130.0
chr3L,22668504,22668532,chr3L,22668528,22670528,FBgn0262951,FBgn0262951,structure,138.57
chr3L,22668504,22668532,chr3L,22668380,22670380,FBgn0262249,FBgn0262249,structure,138.57
chr3L,22750051,22750076,chr3L,22748444,22750444,FBgn0052451,FBgn0052451,structure,108.25
chr3L,22841529,22841553,chr3L,22839898,22841898,FBgn0267219,FBgn0267219,structure,110.42
chr3L,22895304,22895327,chr3L,22895127,22897127,FBgn0265899,FBgn0265899,structure,148.08
chr3L,22911509,22911538,chr3L,22909833,22911833,FBgn0037206,FBgn0037206,structure,145.63
chr3L,622704,622725,chr3L,621316,623316,FBgn0263042,FBgn0263042,structure,136.19
chr3L,622704,622725,chr3L,621316,623316,FBgn0263042,FBgn0263042,structure,136.19
chr3L,6036981,6037002,chr3L,6035490,6037490,FBgn0264603,FBgn0264603,structure,95.24
chr3L,6036981,6037002,chr3L,6036111,6038111,FBgn0035663,FBgn0035663,structure,95.24
